n#11124961	Fernand_Léger Fernand_léger
n#13551617	reversibilidade
r#00137142	cirurgicamente através_de_cirurgia de_forma_cirúrgica
n#09274152	escarpa
n#11264828	Oscar_Robertson
n#13434688	assimilação
n#07585906	gumbo
n#15143276	morte
n#08846739	Linz
n#06416049	canhenho memento ritual
n#03037709	clarinete clarineta clarinete
n#13844212	interrelação interrelacionamento
n#07867324	fish_and_chips
n#03584829	ferro_de_passar ferro_de_engomar ferro_de_passar_roupa
a#00230335	melhor
n#08934868	Calé Calais
r#00087542	eternamente
n#15270431	tempo hora
n#06048184	endodontia
a#02415390	Família_de_Tyrogue
n#01030820	ritual
n#14293678	fratura_em_galho_verde
n#15081675	tundra
n#08524404	umbigo
n#13147689	malvasia
a#00570590	consciente
v#01885430	bater agitar
n#00034574	bondade amabilidade delicadeza gentileza
a#02469756	verídico
n#04491388	porrete cassetete
r#00062857	conformemente correspondentemente
n#06152460	Penologia
n#08458833	nexo
n#08318032	Concílio_Vaticano_I Concílio_vaticano_i
n#12108742	Arrhenatherum
v#02255462	dar conceder permitir outorgar
n#09678009	Cristãos cristão Cristão cristã
n#05510173	trato_respiratório vias_respiratórias
n#11382278	Mae_West Mae_west
v#01983134	aumentar subir
v#02583139	amotinar-se insurgir-se rebelar-se revoltar-se rebelar
n#03225458	dosímetro
v#01463963	dispor arranjar
v#00943837	mostrar expressar
n#06810790	sistema_decimal
n#00784598	chantagem
n#06353757	código
n#14320984	hiperemia
n#07745940	morango
n#09582949	Odin
a#01979604	figurativo
n#04176295	Servo_Motor
n#09661543	Mohave
n#10311243	detentor carregador
v#00047945	vestir
n#12934368	Carum
n#11873182	rábano-silvestre rábanodecavalo
r#00147876	fàcilmente
n#04493259	Régua_T Régua_t esquadro T-quadrado régua-tê
n#03009633	talismã amuleto
n#08914573	Karbala
v#00052548	fecundar inseminar fertilizar
n#01079604	repressão supressão
n#04968426	azul-petróleo
n#09594093	Cíbele Cibele Cibele
n#05799761	teste_alfa
n#03920867	banco_de_igreja
v#02312186	fazer_demais
v#00486018	realizar executar levar_a_cabo
n#05285275	órbita órbita
a#02509484	abafado
n#03208938	Freio_a_disco freio_a_disco
n#11144860	Jean_Baptiste_Lully Jean-Baptiste_Lully Jean-baptiste_lully Óperas_de_Jean-Baptiste_Lully
n#07484265	anseio pretensão desejo apetite
n#04871374	honestidade Honestidade honestidade
v#00354452	estancar estagnar
n#11201386	Ilich_Ramírez_Sánchez Ilich_ramírez_sánchez Carlos
v#01395049	laminar banhar chapar
n#11242469	Rosa_Ponselle
n#04362025	superfície
a#01811905	obtuso
n#13966496	casamento_aberto
a#02934876	hemisférico
n#14835333	diluente diluente
n#05552607	peito seio
a#01286799	percebível que_se_pode_detectar
n#14749272	hormônio_luteinizante
n#11751598	Swainsona
n#02248510	Coccoidea
n#13521444	mudança_de_linha newline
v#00912473	gritar berrar
n#10631512	ferro
n#14840583	Elastómero Elastômero elastômero
n#09472135	Vístula Rio_Vístula Rio_vístula
n#10731244	desordeiro
n#02881757	chapéu-coco
v#01499006	reposicionar
r#00004184	negativamente
n#05289297	músculo Músculo Musculo músculo
n#03432972	tesouro
n#11316669	George_Stephenson George_stephenson
n#10154186	cigano Rom
n#08380340	segregação
r#00249878	a_bordo
n#09545755	trickster
n#12466450	Zigadenus
n#11037495	Oliver_Heaviside Oliver_heaviside
n#06843148	hífen hífen traço-de-união
n#12041446	orquídea
n#03133538	louças faiença
v#00372958	aquecer acalentar
n#00228078	eletrocução electrocussão
a#02326482	vulnerável
a#02404306	flexível
n#11380768	Orson_Welles Orson_welles
n#07396658	tapping
a#00527870	extenso
n#11280653	Frederick_Sanger Frederick_sanger
n#08788004	Lídia Lídia
n#03092166	viveiro estufa
n#06961221	Língua_manesa manês manquês manx
n#12163649	Citrullus
n#03322836	casa_de_fazenda quinta
n#02687992	aeroporto aeródromo
n#05388115	pleura
n#15203565	ano
n#00151087	detecção
n#06927128	língua_cazaque
n#09761068	cúmplice
n#07851767	cottage requeijão
v#00607780	lembrar recordar
n#14144626	coqueluche Pertússis Pertussis
n#06189776	Monofisismo
n#00880046	monitorização
n#02788689	barra
n#06786209	acróstico
n#10387586	Campista_esquerdo
n#02965936	Universidade_Carnegie_Mellon Universidade_carnegie_mellon
n#00955060	operação manobra
a#01871565	económico econômico
n#05967773	feminismo
n#04018667	banheiro casa_de_banho Banheiro_público
v#00779061	parar interromper
n#11000786	Giotto_di_Bondone Giotto_di_bondone
n#09336271	Grande_Nuvem_de_Magalhães Grande_nuvem_de_magalhães
n#07628328	Profiterole Profiteroles profiterole
a#00450606	distante longínquo
v#02287209	pagar
n#10970488	Arthur_Fiedler
n#11428379	raio_catódico
n#14340462	febre
n#02887209	abraçadeira
n#07568095	Fubá
n#05622617	bilinguismo
n#10246176	paisagista
n#13440935	operação_binária
n#04586932	Instrumentos_de_sopro instrumento_de_sopro instrumento_de_sopro
n#05252567	Seio_sigmóide
r#00066781	ante frente em_frente defronte adiante diante_de em_presença_de
n#08240633	camarilha
n#06748969	previsão predição prognóstico
n#00372607	armazenamento depósito
n#10947403	Amelia_Earhart Amelia_earhart
v#02527651	borrar fazer_besteira foder_tudo meter_os_pés_pelas_mãos fazer_às_pressas trabalhar_mal
n#13725726	erg
n#08624196	posição
n#06376154	drama
r#00314597	desonestamente
n#02673637	IECA Ieca
n#12341412	Circaea
a#01563578	sem_descanço
n#08834543	Adelaide Adelaide
n#06327718	primeira_pessoa
n#02318915	Echinoidea
n#06807501	algarismos_arábicos algarismo_arábico algarismo
n#01749582	mamba
n#01331659	Filovirus filovírus
n#09143649	Corpus_Christi Corpus_christi
n#08913434	Iraque República_do_Iraque Iraque
n#09556121	Réia_Sílvia Réia_Silvia Réia_silvia Reia_Sílvia Reia_sílvia
n#01063578	pausa suspensão
n#10412055	pedestre
n#08053576	instituição
n#03148324	armário armário estante
n#08435246	Sistema_dinâmico_não_linear
n#04591359	Túnel_de_vento
a#02169359	obtuso
n#11497777	propulsão
n#08706247	Annaba
n#02730930	avental avental
v#01721556	fingir
n#14322528	dormência
n#08499840	Colônia colónia colônia
n#11231821	Petrónio Petrônio
n#10069427	carrasco verdugo carrasco algoz carnífice
n#01979874	Siri_azul siri-azul
n#14636822	einstêinio einstênio Einstenio einstênio einstânio einsteinio
n#01697457	Crocodilo_do_Nilo Crocodilo_do_nilo Crocodilo-do-Nilo crocodilo-do-nilo
n#08460924	progressão_aritmética
n#00484910	esconde-esconde
a#00640660	brusco brusca
n#09135733	Harrisburg
n#14972807	ozono ozónio ozônio Ozónio Ozonio ozônio
n#07860988	massa massa_de_pão
n#06746005	resposta resultado
n#01529672	tentilhão
n#12004547	Stevia
n#04778267	segurança
v#01896119	transar
v#01015244	provar atestar
n#04357930	supercompressor
n#04149813	Placar_eletrónico placar_eletrônico
n#04968619	ciano ciano
n#12805146	groselheira
a#02675738	calorimétrico
v#00938247	interpretar
n#05114371	deficiência carência deficit
a#02463847	cético céptico
v#02081006	peregrinar
n#07051185	Blues blues blues
n#14317064	Edema_cerebral
v#02160177	pestanejar piscar
n#08402693	embaixada
n#04304375	motor_de_arranque
n#10451263	político
a#01131043	malvado maléfica maléfico má
n#00506658	aposta
n#14079493	doença_ocupacional doenças_profissionais
n#07243193	desvario
n#03631811	laca lacas verniz
n#09341987	fiorde
n#01112132	contrabando contrabando
n#02677436	Actinometria
n#08783583	Lesbos
n#09060480	Pine_Bluff Pine_bluff
n#15063224	cantoneira
n#01281154	Revolta_dos_Sipais Revolta_dos_sipais
v#02400760	escolher eleger designar optar nomear
n#05042871	Vulnerabilidade vulnerabilidade debilidade vulnerabilidade
n#09494388	dragão
n#01036996	casamento
n#01334217	varíola
n#13130161	tálamo
n#02416964	cabra bode
n#09294285	Mar_da_Gronelândia Mar_da_Gronelândia Mar_da_gronelândia
r#00112279	internacionalmente
n#04863793	obstinação
n#00753685	hoax fraude trote
a#02702656	contratual
a#02982473	canadense canadiano
a#00787595	mandão
n#00380696	mistura
n#02236495	Hemiptera
a#01189109	oneroso pesado
r#00140566	artificialmente
n#02269015	Trichoptera
n#14075358	Hipogonadismo
a#00519211	dedicado entregue
r#00250570	anualmente
n#05308655	esmalte_dentário esmalte_dos_dentes gelo_vítreo
n#10895549	Maurice_Chevalier Maurice_chevalier
n#15135700	Ritmo_circadiano
n#00387657	corte cortamento
n#08375722	Associação_Nacional_de_Rifles
n#10750365	pároco
n#11964269	Enceliopsis
n#06802785	indício dica
a#01104889	próprio
n#08475722	pietismo
n#14852003	Propileno_glicol Propilenoglicol
n#09894143	Cardeais cardeal
a#02528048	abdicável renunciável
r#00005779	imensamente enormemente
n#06795543	Marcas marca marca marca_a_fogo
n#00515578	Edutainment
n#07457016	decatlo decatlo
n#00785959	tentativa experiência
n#01942601	Haliotidae
n#12281241	bétula
n#07004241	Eletroencefalografia eletroencefalografia eletroencefalograma encefalograma
n#14241825	Linfadenopatia linfadenopatia
n#14246097	Nefroblastoma
n#05566504	Dedo_da_mão dedo dedo_da_mão
n#14441825	domínio superioridade
n#10508710	leitor leitora
n#13744304	4 quarteto quatro
n#11401009	Xavier
n#11129286	Ferdinand_de_Lesseps Ferdinand_de_lesseps
n#00620084	FIFO Fifo
n#06215618	Marxismo
n#12329899	Myrtaceae
n#06965406	occitano Língua_occitana
a#01994602	desrespeitoso
n#09644820	Indígenas_dos_Estados_Unidos_da_América Indígenas_dos_Estados_Unidos Povos_Ameríndios Povos_ameríndios
v#00972608	desqualificar
a#00706688	frágil
v#02221454	sair_de_cena
n#06331014	particípio_presente
n#08936476	Lille Lille
n#01113867	tráfego tráfico trânsito
v#01854132	tirar extrair sacar
n#12943049	anis anis
n#12781241	Heliamphora
n#15185721	20_de_Janeiro 20_de_janeiro
n#01603316	Bombycillidae
n#10881616	Karel_Capek Karel_Čapek Karel_capek
v#00555780	escovar
n#03893732	Pártenon Parténon Partenon
n#03888257	Pára-quedas Para-quedas paraquedas pára-quedas para-quedas
n#04244615	Descarregador_de_cheia
n#09702836	saxões
n#05977977	vitalismo
r#00119940	com com_sucesso
a#03092198	nodular
n#14699752	Gemas gema gema pedra_preciosa
n#00915722	cultivo
n#07007945	teatro drama
n#03909406	relógio_de_pêndulo
n#14835569	dímero
a#00236652	anónimo anônimo
n#10987044	Thomas_Gainsborough Thomas_gainsborough
n#05015463	frio
n#02183353	Embioptera
n#02438272	alpaca alpaca
n#12202936	til
a#02851001	humoral
n#02494079	macaco-de-cheiro
n#05259512	Nó_de_trança
n#09192566	Beta_Persei Beta_persei
n#06192411	transubstanciação
n#14856134	Detrito_geológico
n#14987484	eosina Eosina
n#03372029	flauta_transversa Flauta flauta
a#00307474	incapaz
n#09049303	Médio_Atlântico
n#00839778	deglutição
n#14553290	miopia miopia
n#14023491	anestesiologia anestesia anestesiação anestésico
v#00433069	cair tombar
n#01104544	horticultura_de_mercado horticultura
n#04792679	aceitabilidade
a#02476338	determinado combinado concordado convindo
v#00502757	estercar
n#07672421	banha
n#09269573	Quark_d
n#03406966	rego calha
n#03623556	faca
n#08647354	cemitério adro
n#14141656	Febre_Maculosa febre_maculosa
n#07754684	jaca jaqueira
n#11380035	Steven_Weinberg Steven_weinberg
n#06177450	Fonologia
n#13574582	ocidentalização
n#08234103	AFL-CIO
a#02780355	extraterrestre
n#11055154	Josef_Hoffmann Josef_hoffmann
n#04849759	virtude castidade pureza
n#11458314	névoa nevoeiro neblina bruma
n#07753743	maracujá
n#01622120	mocho_galego
n#09602964	O_Flautista_de_Hamelin O_flautista_de_Hamelin O_flautista_de_hamelin
a#01826575	poderoso
n#14815263	Lignito lenhite
n#13598237	frequência freqüência
v#01604814	escamotear prestidigitar
v#00163441	renovar restaurar
n#07345166	Vibração vibração oscilação vibrações
n#02986605	passarela
n#14156134	galactosemia galactosemia
n#12356668	Alpinia
n#13368517	banco_de_sangue
n#11370654	Kurt_Waldheim Kurt_waldheim
n#14570761	haploidia
n#12804621	Grossulariaceae
n#03512830	heliporto Heliporto
v#02529896	falhar
n#01090446	comércio
n#01491874	cação
n#15216189	Sivan
n#07924366	sumo_de_maçã Suco_de_maçã
v#00715868	decretar
v#00363493	congelar suspender
n#11385611	Norbert_Wiener Norbert_wiener
n#09248724	Cócito
n#10378412	operador manipulador
n#04077889	centros_de_investigação
v#00069295	excretar
n#07038910	instrumentação
n#12004686	Prenanthes
n#10334567	alpinista Montanhismo montanhismo
n#07174433	mal-entendido
v#02396981	renomear
n#06494646	pilha
n#12387103	halófita halófita
n#00825951	jiu-jítsu jiu-jitsu
n#03714610	contrapeso
n#08834654	Austrália_Ocidental Austrália_ocidental
n#02728763	apêndice
n#04523380	Vaticão
a#02522938	autonómico autonômico autônomo independente
n#10778553	Franciscanos Ordem_dos_Frades_Menores Ordem_dos_frades_menores
v#00716758	postular
n#09891079	canibal
n#07921455	sidra sidra cidra
n#15167349	noite
n#08727003	Dalian
n#08083320	catolicismo
n#12864160	alecrim alecrim
v#01839538	andar ir viajar
v#01366061	cingir
n#06980175	Língua_malaiala malaiala
n#03648219	lavanderia lavandaria lavanderia
n#08562990	norte
n#15133621	duração continuidade
a#01814711	governamental
v#01742415	estorrar gradar
v#02439281	começar
n#06354774	código_de_barras
n#04887373	vanglória
n#00348571	excitação_doentia
n#01614556	Águia-rapace
v#02466134	patrocinar
n#09885534	cabalista
n#06798187	sintoma Sinal/Sintoma Sintomas sintoma
n#02880393	arco
a#02071973	correspondente análogo
n#01839470	Colaptes
n#07124340	Ato_obsceno
a#00941148	expresso
n#01726960	Colubridae
n#13960464	falsidade mentira
n#12739332	Visco visco visco
n#13542374	prófase
n#11899921	wasabi
n#09638009	mano
n#09759069	professor leitor
n#07324235	germinação
n#13392472	águia
n#09143017	Austin
n#02797295	carrinho_de_mão
n#06179492	pragmática
n#04703235	foco
n#12028196	Tripleurospermum
n#04051549	cãimbra pendência
a#00900071	misterioso místico
n#02413050	Ovelha_Negra Ovelha_negra ovelha_negra
n#09422486	Baía_de_São_Francisco Baía_de_são_francisco
n#07604587	Chocolate_branco
n#09086070	South_Bend South_Bend Indiana
n#11287016	Robert_Schumann Robert_schumann
n#08839092	Ilhas_Marshall Ilhas_marshall República_das_Ilhas_Marshall Ilhas_Marshall
a#02660940	bielo-russo belorusso
n#09941964	comandante
n#01274000	Cannae
n#06318062	verbo
a#01093142	orgânico
n#06823440	Macron mácron
n#01201271	divórcio Divorcio divórcio
n#00795352	projectos-piloto
a#01588619	elevado
n#06318513	verbo_auxiliar verbo_auxiliar
n#02144442	Megadermatidae
n#06994700	Língua_Xhosa Língua_xhosa
a#02988402	nacional
n#14719169	electrum ouro_branco
n#08777130	Guaiaquil Guaiaquil
n#00666350	amputação amputação
n#00219012	homicídio assassinato
n#02857477	pensão
n#00909193	lanifício
n#05740300	Bioensaio
n#07594737	guloseima acepipe
n#03833564	tubeira boquilha
n#02012715	Gruidae
v#00939857	explicar
n#14745891	corticosterona
n#03110669	trombeta trompete corneta trompa harpa_de_boca berimbau
n#02305929	cinábrio
n#11439690	nuvem
n#13749278	29
n#11039690	Héming
n#06345320	subtítulo
a#01422556	ao_vivo
a#00975487	chique elegante
n#02405929	Angus
n#06015978	Cálculo_das_variações cálculo_de_variações
a#01754049	perdurável
n#00431893	jogo
n#09116876	Nova_Amsterdã Nova_amsterdã NovaIorque
n#04256758	sofito
n#00637354	inquérito
n#05521111	vagina vagina
n#05794403	racionalização
n#03884778	Panteão panteão
n#07085375	ênfase acentuação acento
n#13613294	metro_quadrado
n#00842692	sugue
a#03075798	itálico
n#05167412	petulância
n#03724066	rímel rímel
n#10644301	palafreneiro
n#08965958	Bamako Bamako
n#09167652	Bulawayo
n#09490054	Cadmo
n#04888788	arrogância
n#09622302	amante namorada amado
a#01464433	carinhoso afectuoso afeiçoado
n#08229467	ordem
n#05901840	Ativismo ativismo ativismo
r#00326968	demonstrativamente de_forma_demonstrativa
n#15120823	passado
a#00503527	friável
a#02899486	eclesiástico
a#01287282	detectável
n#05985602	folclore Folclore folclore
n#06836599	Ω ómega omêga
n#14340822	colecistite colecistite
n#15042052	silte sedimentos_finos
n#05958427	amoralismo
n#08226699	cidade aldeia aldeias vila
n#07274890	reverência mesura
n#08403225	missão
r#00327848	eloqüentemente
n#00227848	hecatombe
n#14307724	síndrome_nefrótica
v#00230033	melhorar aprimorar
n#09993040	nora
n#04051068	ramipril
n#03270854	Lençol_termico lençol_térmico
a#01722699	filial
n#09019194	Tíflis Tbilisi Tbilisi
n#09218963	Estreito_de_Bering Estreito_de_bering Estreito_de_Bering
n#06439560	Livro_de_Amós Livro_de_amós
n#01241767	justificação justificativa
n#14178482	Doença_oportunista
n#01132327	providência
n#01405250	Fucus_vesiculosus
n#10398176	Paramedico paramédico
n#14135623	Ebola Ébola
n#01404129	Fucaceae
n#00869583	cáculo operação
n#02431441	corça
v#02079051	interpor
n#07404944	avalanche
n#09740954	alascana
n#07924834	suco_de_laranja suco_de_laranja
n#09060768	Califòrnia Califórnia California Califórnia
n#06942699	armênio Língua_Armênia Língua_armênia língua_arménia arménio
a#00936297	mais_velho
n#08317529	Concílio_de_Trento Concílio_de_trento Concilio_de_Trento
n#00858849	cochilo soneca sesta
n#08963095	Lilongwe
n#12714550	Zanthoxylum
v#01098706	alistar
v#00086320	injectar injetar
n#11235926	Walter_Piston Walter_piston
a#02252053	acompanhado
n#03864692	retroprojector Retroprojetor retroprojetor
n#09561755	Hécate
n#15127165	Permiano
n#11341760	James_Thurber James_thurber
n#03767459	Mimeógrafo
n#07844604	leite
n#07508806	egoísmo
n#02326432	lebre lebrão
n#06642138	informação notícias
n#06211963	conformidade conformismo
n#07303697	fogo incêndio Incêndios incêndio
n#09155306	Virgínia_Ocidental Virgínia_ocidental Virgínia_Ocidental
v#01944466	levitar
n#10739512	celibatária senhorita solteira
n#05533635	Glândula_submandibular
n#04617562	personalidade pessoa temperamento
n#15164354	quinta-feira
n#12444261	Bloomeria
n#10775911	Partido_Whig
a#01147044	ingrato mal-agradecido
n#00738598	zoofilia zoofilia
n#07710283	Raízes_e_tubérculos_comestíveis
n#03100490	meios_de_transporte veículo modo_de_transporte
n#07895710	Cabernet_Sauvignon Cabernet_sauvignon
n#00516559	Jogos_Nemeus Jogos_nemeus
n#12575089	Vicia
n#06917602	Línguas_tupis-guaranis
n#10248377	Testemunhas_de_Jeóva Testemunhas_de_Jeová Testemunhas_de_Jeova
